Vardas              Pavardė            ND1     ND2     ND3     ND4     ND5     ND6     ND7     ND8     ND9     ND10    ND11    ND12    ND13    ND14    ND15    EGZ     
Vardas604           Pavardė604         5       7       6       4       7       8       8       8       1       10      3       1       2       2       3       10      
Vardas605           Pavardė605         4       3       10      6       7       4       2       6       10      0       10      5       2       2       5       2       
Vardas606           Pavardė606         8       2       10      9       1       4       9       4       1       9       4       8       5       9       6       10      
Vardas607           Pavardė607         4       9       2       5       2       7       3       5       6       6       3       0       0       0       0       10      
Vardas608           Pavardė608         7       2       7       9       5       1       3       6       9       10      9       10      4       1       9       2       
Vardas609           Pavardė609         2       6       2       4       9       8       5       5       4       3       1       0       8       5       0       6       
Vardas610           Pavardė610         7       0       2       1       6       0       6       3       4       4       9       9       4       3       7       3       
Vardas611           Pavardė611         0       2       8       6       0       4       9       1       7       1       8       5       2       4       6       9       
Vardas612           Pavardė612         9       9       1       8       0       7       2       2       2       7       2       0       0       10      8       7       
Vardas613           Pavardė613         1       10      6       8       2       1       9       7       10      4       7       5       4       7       1       8       
Vardas614           Pavardė614         4       3       6       0       5       1       9       7       10      5       2       7       10      6       0       7       
Vardas615           Pavardė615         1       6       7       2       0       7       9       10      10      6       3       2       8       9       6       2       
Vardas616           Pavardė616         1       4       5       8       7       1       4       7       7       10      10      9       4       9       10      10      
Vardas617           Pavardė617         2       7       4       6       6       2       9       0       9       5       2       1       3       8       3       7       
Vardas618           Pavardė618         5       4       8       4       1       9       2       2       8       5       1       5       10      2       7       4       
Vardas619           Pavardė619         3       7       6       8       0       8       1       2       1       1       6       8       5       1       5       3       
Vardas620           Pavardė620         3       8       9       9       2       0       7       9       3       2       4       5       6       6       10      0       
Vardas621           Pavardė621         0       3       10      2       10      3       2       8       9       2       2       5       0       9       8       4       
Vardas622           Pavardė622         7       7       4       4       0       6       0       9       0       4       8       5       1       0       8       1       
Vardas623           Pavardė623         1       3       0       1       4       8       0       10      6       1       6       8       6       3       9       0       
Vardas624           Pavardė624         10      3       5       8       2       7       1       3       4       8       0       4       1       9       10      5       
Vardas625           Pavardė625         5       4       3       9       6       10      3       1       10      7       4       4       10      7       4       1       
Vardas626           Pavardė626         2       5       0       7       6       4       9       4       6       9       2       9       5       4       8       8       
Vardas627           Pavardė627         8       1       9       5       4       1       7       8       6       4       5       3       3       10      7       2       
Vardas628           Pavardė628         7       5       8       4       3       0       9       3       1       6       0       1       3       3       0       1       
Vardas629           Pavardė629         5       1       1       1       9       5       3       8       9       1       0       6       10      5       0       7       
Vardas630           Pavardė630         6       5       6       1       5       3       2       8       1       10      0       5       8       4       7       3       
Vardas631           Pavardė631         3       0       0       3       8       4       6       2       0       3       4       0       2       10      8       10      
Vardas632           Pavardė632         1       8       9       1       4       1       3       0       10      6       3       7       8       1       2       5       
Vardas633           Pavardė633         5       1       3       7       9       3       3       4       2       1       5       10      0       2       2       5       
Vardas634           Pavardė634         1       1       10      1       5       6       6       9       7       5       1       9       6       3       10      7       
Vardas635           Pavardė635         3       10      6       2       8       2       8       8       4       6       3       5       5       1       8       2       
Vardas636           Pavardė636         0       7       3       7       10      8       7       1       0       2       3       7       4       4       4       7       
Vardas637           Pavardė637         0       8       1       1       1       6       6       7       2       5       7       0       3       3       8       4       
Vardas638           Pavardė638         4       6       8       3       2       8       3       6       1       6       2       1       7       0       1       1       
Vardas639           Pavardė639         10      6       10      7       2       10      10      6       1       0       7       0       6       7       9       6       
Vardas640           Pavardė640         6       7       7       9       6       9       6       7       7       5       7       10      2       2       4       4       
Vardas641           Pavardė641         0       2       5       5       8       0       10      0       10      10      1       5       9       9       2       6       
Vardas642           Pavardė642         9       7       5       0       1       1       2       8       4       0       0       5       4       4       3       10      
Vardas643           Pavardė643         4       1       1       4       5       0       6       4       1       9       10      2       5       10      10      1       
Vardas644           Pavardė644         10      9       6       5       6       1       3       4       4       3       8       5       10      7       9       8       
Vardas645           Pavardė645         2       0       3       4       7       5       2       1       7       6       1       0       1       0       0       5       
Vardas646           Pavardė646         7       5       9       1       10      6       3       0       10      1       4       3       8       0       1       4       
Vardas647           Pavardė647         7       4       8       3       8       5       4       6       9       7       5       0       4       10      8       10      
Vardas648           Pavardė648         3       9       8       8       5       4       7       4       9       8       0       0       5       1       7       8       
Vardas649           Pavardė649         7       7       8       7       2       7       5       0       5       3       9       7       0       8       4       4       
Vardas650           Pavardė650         2       10      8       8       9       8       9       3       5       0       4       3       8       0       2       9       
Vardas651           Pavardė651         7       5       5       5       3       0       0       7       0       0       1       5       5       7       7       1       
Vardas652           Pavardė652         10      5       10      9       0       8       5       10      6       2       0       5       4       3       5       7       
Vardas653           Pavardė653         1       5       3       9       6       8       7       8       3       9       5       1       8       7       5       8       
Vardas654           Pavardė654         6       1       7       5       9       2       3       8       3       6       7       5       7       6       7       1       
Vardas655           Pavardė655         9       8       8       4       6       4       3       6       2       2       1       10      1       1       3       6       
Vardas656           Pavardė656         7       8       2       6       6       3       10      7       1       7       5       10      8       7       0       3       
Vardas657           Pavardė657         9       8       10      1       5       1       7       5       9       7       4       7       1       5       9       7       
Vardas658           Pavardė658         0       1       3       2       7       7       10      2       5       4       3       0       2       2       3       9       
Vardas659           Pavardė659         7       3       7       7       10      1       6       3       7       2       1       9       7       7       5       3       
Vardas660           Pavardė660         1       8       1       1       4       0       2       4       0       8       2       10      1       9       4       5       
Vardas661           Pavardė661         1       1       6       1       3       1       5       5       10      1       10      5       10      3       9       7       
Vardas662           Pavardė662         3       1       0       7       3       4       3       3       6       2       7       7       9       10      7       10      
Vardas663           Pavardė663         9       3       6       7       2       6       4       6       6       6       8       9       2       4       0       10      
Vardas664           Pavardė664         3       7       10      10      1       4       6       5       5       8       6       4       7       2       7       8       
Vardas665           Pavardė665         1       10      4       2       5       7       4       4       4       5       9       7       10      8       6       10      
Vardas666           Pavardė666         1       0       4       6       6       10      5       8       1       3       6       10      4       3       0       9       
Vardas667           Pavardė667         0       3       9       0       4       4       0       8       2       2       10      0       5       5       6       3       
Vardas668           Pavardė668         7       2       8       2       9       2       10      10      7       0       9       9       9       7       10      4       
Vardas669           Pavardė669         1       3       0       1       7       0       9       8       2       2       2       1       0       0       8       6       
Vardas670           Pavardė670         7       3       3       2       9       5       2       8       6       5       3       9       9       4       1       8       
Vardas671           Pavardė671         9       6       9       6       6       5       5       1       3       5       2       2       7       5       7       5       
Vardas672           Pavardė672         0       8       8       7       3       0       1       9       3       9       2       5       3       10      9       4       
Vardas673           Pavardė673         6       7       7       3       10      6       5       2       7       9       3       4       10      5       10      4       
Vardas674           Pavardė674         6       0       3       8       0       4       0       5       8       1       5       5       1       3       3       9       
Vardas675           Pavardė675         8       3       10      0       7       2       10      8       0       4       10      0       1       3       9       4       
Vardas676           Pavardė676         4       4       0       2       7       8       3       10      2       6       8       1       1       7       8       1       
Vardas677           Pavardė677         1       0       6       4       4       8       7       8       5       0       9       7       4       0       1       6       
Vardas678           Pavardė678         9       4       6       0       7       6       4       10      4       6       2       7       2       10      10      7       
Vardas679           Pavardė679         2       3       5       6       3       4       3       3       0       0       5       4       6       3       5       4       
Vardas680           Pavardė680         2       2       3       3       9       1       2       2       0       8       0       8       7       5       8       3       
Vardas681           Pavardė681         6       4       0       9       3       9       6       6       4       2       0       10      10      1       10      7       
Vardas682           Pavardė682         2       5       2       5       7       0       2       5       2       10      5       3       3       9       8       6       
Vardas683           Pavardė683         3       4       0       1       8       3       7       1       0       9       8       7       4       4       6       4       
Vardas684           Pavardė684         3       0       4       8       8       0       9       9       0       0       9       10      10      9       1       5       
Vardas685           Pavardė685         4       5       6       6       10      7       2       0       7       2       3       7       3       5       4       10      
Vardas686           Pavardė686         1       4       0       9       9       6       8       3       5       7       6       6       8       10      1       8       
Vardas687           Pavardė687         3       5       8       10      0       7       1       7       10      8       8       6       4       5       3       2       
Vardas688           Pavardė688         9       9       5       2       8       7       10      2       5       0       4       10      4       1       6       4       
Vardas689           Pavardė689         4       2       8       7       4       7       4       0       0       10      10      4       9       0       1       0       
Vardas690           Pavardė690         7       1       6       2       10      1       1       7       6       10      1       2       1       8       8       3       
Vardas691           Pavardė691         6       3       2       6       5       7       2       4       7       4       6       8       1       10      1       6       
Vardas692           Pavardė692         4       2       10      6       3       0       6       1       1       4       2       3       7       10      10      2       
Vardas693           Pavardė693         10      0       9       2       6       3       5       7       8       1       10      1       8       1       2       0       
Vardas694           Pavardė694         10      1       1       8       6       8       2       2       8       2       3       7       2       3       8       7       
Vardas695           Pavardė695         7       9       6       4       0       5       1       2       5       9       1       10      10      8       10      4       
Vardas696           Pavardė696         9       8       9       0       2       1       9       8       6       4       7       9       6       6       0       6       
Vardas697           Pavardė697         9       10      4       3       10      10      0       3       0       4       1       6       9       9       10      5       
Vardas698           Pavardė698         8       0       9       8       7       2       0       3       5       10      4       2       5       0       8       8       
Vardas699           Pavardė699         1       2       6       1       9       9       1       5       7       9       10      2       1       0       6       5       
Vardas700           Pavardė700         10      1       2       2       8       9       6       5       0       4       5       4       1       7       0       4       
Vardas701           Pavardė701         9       1       2       10      4       6       6       2       2       9       7       0       4       10      8       8       
Vardas702           Pavardė702         10      8       8       0       0       10      7       10      7       3       2       5       6       6       4       9       
Vardas703           Pavardė703         7       0       6       3       0       10      5       10      3       2       10      1       7       7       1       10      
Vardas704           Pavardė704         7       6       6       3       7       6       6       1       3       0       9       10      7       7       8       6       
Vardas705           Pavardė705         4       1       7       8       5       2       8       9       3       0       4       10      4       7       0       6       
Vardas706           Pavardė706         0       5       7       7       6       1       0       2       6       4       7       10      4       9       3       7       
Vardas707           Pavardė707         0       8       2       1       3       0       8       0       8       1       4       1       9       7       2       9       
Vardas708           Pavardė708         0       4       8       1       10      4       7       6       5       0       8       9       9       0       3       9       
Vardas709           Pavardė709         8       9       3       4       2       5       6       1       6       4       4       2       10      9       9       9       
Vardas710           Pavardė710         3       3       7       8       0       6       4       8       2       3       7       4       1       3       5       7       
Vardas711           Pavardė711         10      10      3       1       5       10      3       9       9       4       0       7       9       9       8       8       
Vardas712           Pavardė712         9       3       7       0       4       10      3       2       0       7       5       0       10      1       1       5       
Vardas713           Pavardė713         9       2       9       10      7       1       5       0       4       0       3       0       4       1       8       10      
Vardas714           Pavardė714         2       8       9       7       5       1       7       2       2       9       3       10      5       7       1       2       
Vardas715           Pavardė715         6       9       3       5       2       4       3       7       8       6       7       5       10      1       3       10      
Vardas716           Pavardė716         9       8       0       1       2       4       10      4       6       7       8       10      8       2       9       9       
Vardas717           Pavardė717         5       0       8       10      2       2       9       3       4       0       5       9       2       6       10      9       
Vardas718           Pavardė718         4       6       2       3       8       2       0       8       2       0       5       10      6       7       8       7       
Vardas719           Pavardė719         9       0       1       0       9       5       0       8       8       7       8       6       10      0       1       4       
Vardas720           Pavardė720         0       8       10      5       4       8       4       9       9       8       5       10      5       1       0       9       
Vardas721           Pavardė721         7       1       0       4       6       9       4       8       10      5       6       1       8       8       7       9       
Vardas722           Pavardė722         9       9       4       3       0       6       7       6       3       6       8       7       10      7       0       3       
Vardas723           Pavardė723         10      3       9       10      8       9       0       1       4       7       5       0       2       2       9       8       
Vardas724           Pavardė724         5       4       8       3       4       10      5       2       3       4       3       2       7       8       7       2       
Vardas725           Pavardė725         10      6       7       6       2       2       10      10      8       7       9       5       4       1       10      1       
Vardas726           Pavardė726         2       6       6       2       1       5       6       5       5       0       2       5       4       0       3       8       
Vardas727           Pavardė727         10      7       3       1       7       1       0       2       0       9       5       7       0       10      3       3       
Vardas728           Pavardė728         4       3       1       9       1       5       4       4       4       5       2       2       0       4       2       0       
Vardas729           Pavardė729         0       7       5       4       8       6       6       4       7       8       6       10      4       2       3       0       
Vardas730           Pavardė730         9       9       6       1       0       1       10      0       8       10      2       5       1       3       0       8       
Vardas731           Pavardė731         6       7       2       9       5       8       6       4       7       6       9       10      0       2       5       4       
Vardas732           Pavardė732         6       8       4       3       1       4       2       3       4       1       0       0       7       2       1       7       
Vardas733           Pavardė733         3       7       2       7       6       2       3       9       2       9       9       0       6       6       4       8       
Vardas734           Pavardė734         1       10      10      2       7       4       10      1       5       3       0       1       8       10      4       5       
Vardas735           Pavardė735         3       7       2       1       10      4       6       5       8       4       2       9       7       3       1       1       
Vardas736           Pavardė736         1       2       2       3       2       10      8       6       4       7       10      10      9       7       4       0       
Vardas737           Pavardė737         2       8       5       8       3       2       7       6       10      10      3       2       3       9       8       6       
Vardas738           Pavardė738         2       10      8       2       8       10      5       7       3       10      10      4       9       0       7       0       
Vardas739           Pavardė739         10      0       6       5       3       6       5       0       1       4       3       1       1       4       4       1       
Vardas740           Pavardė740         8       2       8       5       9       9       0       0       7       10      4       6       5       4       1       8       
Vardas741           Pavardė741         0       3       4       2       8       7       7       4       3       1       6       5       10      5       3       2       
Vardas742           Pavardė742         10      7       10      4       8       6       5       9       4       10      7       0       9       1       8       10      
Vardas743           Pavardė743         10      7       6       7       0       2       0       2       3       3       2       6       3       6       6       3       
Vardas744           Pavardė744         4       1       1       7       4       6       6       6       3       3       2       4       1       2       1       3       
Vardas745           Pavardė745         10      4       10      9       3       1       8       9       6       1       2       1       8       4       3       0       
Vardas746           Pavardė746         3       5       2       2       10      4       1       4       6       7       6       2       3       4       1       10      
Vardas747           Pavardė747         2       10      5       0       10      3       9       7       3       6       3       4       2       7       9       9       
Vardas748           Pavardė748         10      4       3       4       3       3       2       2       1       5       3       10      1       10      8       5       
Vardas749           Pavardė749         2       7       3       3       10      7       10      6       8       1       7       10      4       3       6       9       
Vardas750           Pavardė750         4       6       3       8       3       3       4       0       8       3       8       2       8       10      0       8       
Vardas751           Pavardė751         6       10      7       10      1       8       0       3       3       0       7       5       5       5       7       4       
Vardas752           Pavardė752         7       8       8       2       4       8       1       7       4       10      9       1       2       2       1       5       
Vardas753           Pavardė753         0       8       4       0       7       5       1       1       8       2       8       4       5       2       10      1       
Vardas754           Pavardė754         7       6       6       4       4       4       7       3       1       1       3       8       6       10      3       7       
Vardas755           Pavardė755         10      10      0       2       0       4       6       8       9       6       8       5       7       7       9       2       
Vardas756           Pavardė756         10      6       0       9       1       7       1       7       10      2       3       1       7       3       2       2       
Vardas757           Pavardė757         3       1       0       1       8       6       4       1       4       3       5       5       7       3       6       7       
Vardas758           Pavardė758         9       1       6       0       10      7       7       8       2       5       1       6       3       2       7       2       
Vardas759           Pavardė759         5       2       5       6       2       3       2       3       9       6       9       7       0       0       3       5       
Vardas760           Pavardė760         10      5       8       9       1       6       6       5       9       4       7       2       2       3       8       3       
Vardas761           Pavardė761         5       5       2       5       5       8       1       8       2       2       5       4       10      4       1       2       
Vardas762           Pavardė762         4       3       1       8       2       4       9       3       9       7       8       6       3       2       8       4       
Vardas763           Pavardė763         6       5       1       2       5       6       1       5       5       3       8       3       1       3       2       2       
Vardas764           Pavardė764         3       1       8       9       3       0       1       7       7       7       9       1       2       4       4       4       
Vardas765           Pavardė765         3       3       0       6       3       6       8       1       8       5       1       7       10      5       2       7       
Vardas766           Pavardė766         5       6       7       1       0       7       7       6       4       0       5       1       9       6       3       1       
Vardas767           Pavardė767         6       6       1       10      0       9       8       8       9       7       7       5       0       4       1       1       
Vardas768           Pavardė768         8       0       0       3       4       8       6       0       8       9       8       6       10      4       9       2       
Vardas769           Pavardė769         10      5       7       1       0       5       4       1       3       0       9       5       0       7       9       8       
Vardas770           Pavardė770         1       5       10      0       8       4       7       3       7       9       2       7       6       1       7       4       
Vardas771           Pavardė771         10      8       1       1       1       10      5       7       6       3       4       2       2       7       4       3       
Vardas772           Pavardė772         4       0       4       5       4       6       5       1       10      8       6       0       5       8       8       10      
Vardas773           Pavardė773         5       8       1       8       0       6       8       5       10      0       2       3       3       3       9       7       
Vardas774           Pavardė774         8       7       2       8       0       5       3       4       7       1       4       4       10      6       7       8       
Vardas775           Pavardė775         4       8       2       7       5       3       0       10      2       5       6       5       0       2       10      5       
Vardas776           Pavardė776         0       10      8       2       0       0       8       9       7       10      7       6       6       4       3       9       
Vardas777           Pavardė777         2       4       6       4       1       7       4       6       7       5       3       0       1       6       3       2       
Vardas778           Pavardė778         10      3       9       8       3       1       3       2       4       8       0       4       8       2       7       4       
Vardas779           Pavardė779         9       6       0       8       3       8       8       0       2       8       5       4       6       5       2       10      
Vardas780           Pavardė780         9       5       4       3       10      6       5       7       4       10      10      6       9       9       5       10      
Vardas781           Pavardė781         10      2       3       0       4       10      1       2       7       5       3       4       8       0       6       2       
Vardas782           Pavardė782         2       0       6       0       8       6       8       4       5       3       4       9       2       2       1       2       
Vardas783           Pavardė783         10      7       4       6       8       9       9       3       1       6       6       1       2       9       5       4       
Vardas784           Pavardė784         6       1       10      10      7       0       3       1       6       0       0       3       7       0       7       6       
Vardas785           Pavardė785         3       4       1       4       8       2       7       6       9       7       6       7       8       10      3       1       
Vardas786           Pavardė786         8       4       0       8       7       10      5       3       6       7       0       5       3       5       1       3       
Vardas787           Pavardė787         0       1       4       6       7       2       8       5       2       5       9       6       1       8       2       6       
Vardas788           Pavardė788         1       5       9       3       0       6       6       0       3       3       4       7       4       5       4       2       
Vardas789           Pavardė789         0       9       0       6       1       1       1       1       0       8       4       7       10      4       6       4       
Vardas790           Pavardė790         2       3       2       1       3       9       4       0       0       0       8       4       9       10      7       4       
Vardas791           Pavardė791         6       9       2       9       6       6       3       0       6       5       10      4       1       7       8       8       
Vardas792           Pavardė792         10      5       2       4       6       10      8       7       2       1       8       3       1       3       7       4       
Vardas793           Pavardė793         6       10      2       7       3       2       10      6       8       7       1       7       7       4       7       10      
Vardas794           Pavardė794         2       6       0       6       0       0       10      3       5       4       9       6       9       8       2       10      
Vardas795           Pavardė795         1       1       1       0       7       6       9       1       3       9       8       1       4       0       4       0       
Vardas796           Pavardė796         3       4       8       9       6       0       6       3       5       2       8       7       8       10      6       10      
Vardas797           Pavardė797         9       9       8       7       3       2       7       3       4       8       4       10      4       8       1       9       
Vardas798           Pavardė798         5       0       2       9       5       9       2       8       6       7       4       6       0       7       8       3       
Vardas799           Pavardė799         0       5       9       5       9       4       0       9       5       6       8       9       1       7       2       5       
Vardas800           Pavardė800         2       2       3       9       7       3       10      7       6       4       4       0       0       1       1       0       
Vardas801           Pavardė801         6       7       9       10      8       3       9       4       1       1       1       9       8       6       1       5       
Vardas802           Pavardė802         10      4       3       1       5       8       9       0       0       7       6       6       6       4       7       9       
Vardas803           Pavardė803         3       1       6       7       8       7       2       2       9       8       9       5       0       5       3       0       
Vardas804           Pavardė804         8       1       9       5       1       4       10      4       6       8       1       3       7       4       4       5       
Vardas805           Pavardė805         9       2       10      5       4       2       9       1       8       4       7       1       1       7       6       6       
Vardas806           Pavardė806         10      1       0       8       5       5       3       6       0       1       9       7       1       10      5       9       
Vardas807           Pavardė807         2       10      2       8       3       2       1       10      7       10      10      5       3       5       6       0       
Vardas808           Pavardė808         6       1       7       1       7       2       1       8       0       0       2       2       1       0       8       5       
Vardas809           Pavardė809         8       2       8       8       6       2       8       0       10      1       2       0       6       9       8       9       
Vardas810           Pavardė810         9       0       4       4       10      1       2       3       2       3       3       3       7       9       7       10      
Vardas811           Pavardė811         8       0       10      1       8       0       3       2       2       3       4       6       8       9       10      8       
Vardas812           Pavardė812         10      3       1       6       9       7       5       9       10      8       3       6       5       4       10      8       
Vardas813           Pavardė813         10      7       8       5       10      6       5       8       7       10      6       10      10      3       1       3       
Vardas814           Pavardė814         7       10      10      5       5       2       7       5       5       0       5       6       4       10      0       2       
Vardas815           Pavardė815         0       6       9       9       4       6       2       10      4       9       3       0       7       3       9       1       
Vardas816           Pavardė816         1       3       0       4       3       1       6       7       10      6       5       9       4       1       9       9       
Vardas817           Pavardė817         0       10      6       5       1       6       4       1       2       5       4       8       3       3       10      6       
Vardas818           Pavardė818         3       10      5       9       4       4       1       10      9       0       2       2       6       8       2       3       
Vardas819           Pavardė819         1       9       1       9       5       7       0       6       5       9       4       9       1       8       1       5       
Vardas820           Pavardė820         1       9       1       8       6       3       9       2       4       9       2       5       3       9       5       3       
Vardas821           Pavardė821         10      5       8       0       8       4       8       4       5       6       8       5       0       7       6       1       
Vardas822           Pavardė822         1       10      8       5       7       8       1       4       0       5       6       0       1       0       9       10      
Vardas823           Pavardė823         10      4       10      10      7       10      2       10      2       10      1       8       2       8       4       3       
Vardas824           Pavardė824         2       8       3       9       9       0       5       3       4       8       6       1       9       2       7       4       
Vardas825           Pavardė825         1       4       10      9       9       8       2       3       1       2       5       8       7       9       9       9       
Vardas826           Pavardė826         5       0       10      2       10      2       7       7       8       8       3       6       0       1       2       5       
Vardas827           Pavardė827         0       10      6       7       8       10      7       7       0       0       7       2       8       0       2       2       
Vardas828           Pavardė828         5       5       7       3       9       0       5       9       2       3       5       0       2       9       10      10      
Vardas829           Pavardė829         10      6       1       6       2       2       9       10      4       0       3       6       8       5       0       8       
Vardas830           Pavardė830         7       3       2       5       4       9       7       5       6       4       8       9       10      9       9       7       
Vardas831           Pavardė831         2       7       5       7       3       8       6       2       8       2       0       0       7       2       5       4       
Vardas832           Pavardė832         5       10      2       0       0       6       8       9       10      8       0       8       9       10      8       2       
Vardas833           Pavardė833         10      1       5       9       7       9       5       6       3       9       7       7       1       4       7       0       
Vardas834           Pavardė834         10      5       3       2       5       8       7       9       10      7       3       6       9       2       8       3       
Vardas835           Pavardė835         9       2       10      9       7       9       10      10      8       6       4       8       6       2       5       4       
Vardas836           Pavardė836         6       4       1       3       6       3       0       9       0       9       5       8       0       7       9       10      
Vardas837           Pavardė837         8       2       10      0       9       0       8       7       5       8       2       5       10      7       4       3       
Vardas838           Pavardė838         1       9       4       6       2       6       7       7       5       7       7       1       5       9       10      4       
Vardas839           Pavardė839         6       3       6       8       1       6       1       5       6       6       7       1       8       9       5       1       
Vardas840           Pavardė840         1       0       0       1       0       1       7       2       9       10      10      8       0       1       3       2       
Vardas841           Pavardė841         9       4       4       10      3       10      1       0       7       8       5       6       4       6       0       10      
Vardas842           Pavardė842         8       2       4       6       7       8       8       5       7       6       9       8       8       8       3       9       
Vardas843           Pavardė843         4       2       2       3       10      2       7       10      9       4       10      8       5       6       6       4       
Vardas844           Pavardė844         0       3       1       1       0       1       6       8       7       4       1       3       4       4       1       4       
Vardas845           Pavardė845         10      4       6       7       4       1       0       4       3       8       7       2       10      9       1       5       
Vardas846           Pavardė846         4       0       7       10      1       10      3       4       6       9       4       1       1       3       3       5       
Vardas847           Pavardė847         6       9       5       2       10      3       3       7       10      7       9       3       3       9       3       9       
Vardas848           Pavardė848         10      2       10      5       6       4       2       6       1       8       8       5       2       4       2       3       
Vardas849           Pavardė849         2       2       2       7       4       4       0       2       4       3       3       3       9       2       4       7       
Vardas850           Pavardė850         2       1       4       7       2       0       3       2       10      0       8       1       5       7       1       0       
Vardas851           Pavardė851         9       7       6       3       2       10      5       2       5       3       8       2       3       1       1       10      
Vardas852           Pavardė852         8       2       7       0       8       1       1       1       3       5       10      3       4       10      3       10      
Vardas853           Pavardė853         1       0       5       6       9       9       9       5       7       4       10      9       4       9       1       10      
Vardas854           Pavardė854         1       5       4       4       4       7       2       7       7       1       3       5       3       0       3       3       
Vardas855           Pavardė855         2       2       10      1       0       5       9       1       3       9       7       8       1       3       8       0       
Vardas856           Pavardė856         1       1       8       6       5       8       0       4       2       6       6       9       10      0       10      10      
Vardas857           Pavardė857         0       2       0       5       6       4       10      6       2       3       10      2       1       5       7       0       
Vardas858           Pavardė858         8       0       1       10      3       10      10      10      1       9       0       0       0       0       8       9       
Vardas859           Pavardė859         2       3       0       2       4       4       3       2       1       6       2       10      3       8       10      9       
Vardas860           Pavardė860         1       2       2       9       3       0       1       4       9       3       1       6       6       9       4       3       
Vardas861           Pavardė861         10      9       10      4       6       6       4       8       8       8       0       7       8       9       4       2       
Vardas862           Pavardė862         4       2       6       10      3       2       2       3       8       3       7       6       1       4       7       6       
Vardas863           Pavardė863         2       4       10      10      7       9       0       2       10      1       3       1       10      8       10      9       
Vardas864           Pavardė864         1       0       0       1       4       1       5       3       2       0       4       4       5       10      7       5       
Vardas865           Pavardė865         5       0       1       0       6       10      6       7       5       7       5       0       0       0       0       2       
Vardas866           Pavardė866         0       0       7       0       10      4       8       7       9       7       1       10      0       1       4       8       
Vardas867           Pavardė867         2       10      8       6       2       0       9       4       7       0       10      5       0       10      7       1       
Vardas868           Pavardė868         1       9       8       1       7       6       8       1       6       9       7       7       3       8       8       3       
Vardas869           Pavardė869         2       6       3       3       3       0       4       0       3       9       2       2       8       5       4       8       
Vardas870           Pavardė870         10      7       5       9       3       3       3       1       6       2       1       9       10      5       3       1       
Vardas871           Pavardė871         5       3       8       7       0       7       9       7       2       4       9       6       8       9       0       8       
Vardas872           Pavardė872         9       5       4       7       9       1       5       6       7       3       2       2       0       0       1       3       
Vardas873           Pavardė873         6       6       6       6       4       1       6       3       8       9       5       9       0       10      2       5       
Vardas874           Pavardė874         5       8       0       7       1       9       6       0       1       10      7       6       3       3       4       7       
Vardas875           Pavardė875         5       9       3       0       1       2       1       2       2       7       7       6       7       3       9       2       
Vardas876           Pavardė876         10      3       3       10      2       2       7       4       9       9       1       7       6       10      1       8       
Vardas877           Pavardė877         6       1       5       7       0       8       5       2       7       6       5       8       1       8       4       1       
Vardas878           Pavardė878         4       4       4       9       1       4       4       5       4       1       7       7       7       3       3       2       
Vardas879           Pavardė879         6       1       3       9       10      1       6       10      8       0       4       0       4       0       0       10      
Vardas880           Pavardė880         9       2       0       1       7       3       10      0       1       8       3       2       4       5       9       8       
Vardas881           Pavardė881         10      8       6       7       1       1       0       1       3       10      10      7       10      4       4       1       
Vardas882           Pavardė882         3       1       6       1       10      10      0       8       4       4       4       4       9       8       6       8       
Vardas883           Pavardė883         5       3       8       6       2       4       10      0       0       4       8       8       0       8       9       5       
Vardas884           Pavardė884         1       3       0       6       6       1       3       9       8       8       5       3       1       7       9       6       
Vardas885           Pavardė885         0       4       10      0       1       9       5       8       4       9       2       9       3       5       2       9       
Vardas886           Pavardė886         6       5       2       5       4       0       5       6       1       9       8       1       6       1       9       4       
Vardas887           Pavardė887         3       5       1       0       1       3       0       5       8       2       5       10      0       8       7       0       
Vardas888           Pavardė888         9       9       3       4       10      6       8       9       3       0       3       2       2       5       5       8       
Vardas889           Pavardė889         4       2       8       5       7       10      3       10      0       10      9       7       10      8       0       8       
Vardas890           Pavardė890         3       8       7       0       9       4       7       9       7       8       2       4       4       3       3       9       
Vardas891           Pavardė891         8       3       2       2       2       5       2       2       0       10      7       0       8       9       6       8       
Vardas892           Pavardė892         7       6       9       3       7       7       10      6       10      6       0       6       3       0       0       10      
Vardas893           Pavardė893         4       3       2       0       0       2       4       2       1       5       1       2       7       10      7       6       
Vardas894           Pavardė894         10      2       6       7       8       7       6       0       1       2       4       1       1       6       10      0       
Vardas895           Pavardė895         6       4       4       9       4       7       4       4       0       9       4       8       10      1       2       7       
Vardas896           Pavardė896         10      10      1       2       3       7       7       2       6       10      4       5       8       5       9       8       
Vardas897           Pavardė897         0       3       10      4       6       7       1       8       8       6       8       1       3       2       2       8       
Vardas898           Pavardė898         9       3       4       2       3       1       5       6       3       2       7       2       10      10      1       5       
Vardas899           Pavardė899         4       3       10      2       9       7       10      10      0       10      2       1       10      1       6       7       
Vardas900           Pavardė900         9       7       1       6       5       2       8       0       2       7       8       1       0       3       10      6       
Vardas901           Pavardė901         1       4       4       5       9       0       7       10      9       4       3       10      4       7       2       9       
Vardas902           Pavardė902         5       8       5       0       10      9       8       10      7       10      2       8       10      3       9       10      
Vardas903           Pavardė903         8       1       8       0       0       2       7       0       3       9       2       1       7       8       3       3       
Vardas904           Pavardė904         4       3       4       8       10      5       4       1       10      9       4       9       5       2       7       5       
Vardas905           Pavardė905         9       0       2       0       10      8       0       2       6       10      6       1       2       6       7       8       
