Vardas           Pavardė         ND1              ND2              ND3              ND4              ND5              ND6              ND7              ND8              ND9              ND10             ND11             ND12             ND13             ND14             ND15             EGZ              
Vardas516        Pavardė516      5                3                0                8                8                1                4                4                8                8                1                5                5                9                5                8                
Vardas517        Pavardė517      0                9                2                3                4                5                2                5                8                10               8                9                6                0                7                4                
Vardas518        Pavardė518      5                8                10               9                8                8                2                9                4                2                10               0                5                0                3                5                
Vardas519        Pavardė519      4                10               9                9                3                6                2                8                6                0                2                0                0                8                10               5                
Vardas520        Pavardė520      3                3                10               1                5                2                5                10               5                7                9                8                9                8                5                4                
Vardas521        Pavardė521      7                9                1                6                2                9                3                0                2                8                9                0                0                5                2                5                
Vardas522        Pavardė522      10               5                7                6                6                7                9                4                2                9                1                2                8                0                1                9                
Vardas523        Pavardė523      5                4                1                9                2                7                8                7                4                2                0                8                6                3                8                4                
Vardas524        Pavardė524      4                3                1                10               10               3                9                0                10               10               7                8                1                8                0                7                
Vardas525        Pavardė525      8                7                0                3                3                8                5                0                0                0                9                5                2                5                2                5                
Vardas526        Pavardė526      10               4                9                10               7                7                4                7                4                0                3                1                0                9                7                9                
Vardas527        Pavardė527      5                7                7                2                2                1                9                6                9                4                4                3                6                9                7                5                
Vardas528        Pavardė528      9                5                3                1                8                8                4                5                6                3                8                5                4                0                4                7                
Vardas529        Pavardė529      7                10               4                2                10               0                5                5                9                0                9                10               8                1                8                7                
Vardas530        Pavardė530      10               9                5                1                2                0                3                0                4                10               5                2                0                9                0                4                
Vardas531        Pavardė531      2                2                1                10               5                6                10               5                6                3                2                8                6                7                6                5                
Vardas532        Pavardė532      4                9                10               3                5                2                0                6                4                4                3                7                8                2                0                10               
Vardas533        Pavardė533      7                5                1                10               10               9                9                8                8                0                1                3                7                5                6                1                
Vardas534        Pavardė534      0                8                9                1                3                10               9                1                8                5                7                2                3                4                1                7                
Vardas535        Pavardė535      9                0                2                9                10               4                3                9                6                3                4                5                4                2                4                6                
Vardas536        Pavardė536      8                5                10               8                7                0                4                10               4                9                0                0                8                9                1                10               
Vardas537        Pavardė537      2                9                0                7                5                4                10               0                7                6                4                6                8                7                3                7                
Vardas538        Pavardė538      8                6                3                9                3                6                1                2                7                5                4                5                2                1                10               3                
Vardas539        Pavardė539      6                2                4                5                9                9                0                1                6                0                1                3                1                9                10               10               
Vardas540        Pavardė540      8                3                0                0                4                5                10               9                0                7                4                0                7                8                1                3                
Vardas541        Pavardė541      1                4                8                1                1                10               3                2                10               3                6                3                0                10               5                1                
Vardas542        Pavardė542      4                2                7                5                5                1                6                5                1                9                9                5                6                0                7                7                
Vardas543        Pavardė543      3                8                0                3                4                1                4                4                5                8                10               8                1                1                10               3                
Vardas544        Pavardė544      2                2                3                2                0                7                8                8                1                8                8                0                0                6                0                10               
Vardas545        Pavardė545      4                6                6                6                0                8                6                5                9                3                10               10               2                2                3                7                
Vardas546        Pavardė546      10               4                10               6                4                5                0                3                6                3                4                4                9                8                3                10               
Vardas547        Pavardė547      10               1                1                0                7                7                0                9                7                2                8                9                9                4                10               10               
Vardas548        Pavardė548      10               7                8                9                9                4                7                7                6                3                1                3                4                9                4                0                
Vardas549        Pavardė549      7                3                7                4                10               6                6                6                10               7                0                0                0                10               3                1                
Vardas550        Pavardė550      5                0                3                5                1                1                5                9                6                6                8                1                0                5                2                2                
Vardas551        Pavardė551      7                9                7                6                7                4                4                8                0                6                8                0                0                1                5                7                
Vardas552        Pavardė552      2                7                9                7                1                9                2                8                6                7                5                3                3                9                2                7                
Vardas553        Pavardė553      0                2                6                0                4                0                3                6                7                5                6                6                8                3                2                1                
Vardas554        Pavardė554      1                0                8                5                10               9                8                3                0                3                5                0                10               0                0                6                
Vardas555        Pavardė555      10               0                1                8                9                10               1                3                5                8                7                9                0                4                5                1                
Vardas556        Pavardė556      2                10               5                4                5                7                4                3                10               7                6                2                10               2                6                10               
Vardas557        Pavardė557      7                7                10               3                9                2                5                1                8                2                0                5                4                5                8                1                
Vardas558        Pavardė558      10               0                7                9                4                6                8                4                10               10               7                8                10               4                7                3                
Vardas559        Pavardė559      2                4                5                4                6                2                10               1                10               7                7                10               4                3                5                2                
Vardas560        Pavardė560      3                0                3                1                0                2                2                5                8                9                1                0                9                0                0                7                
Vardas561        Pavardė561      1                1                4                1                1                0                4                4                2                9                1                4                4                2                0                8                
Vardas562        Pavardė562      3                9                3                0                7                2                3                9                5                4                5                5                2                9                10               1                
Vardas563        Pavardė563      4                1                8                4                7                4                8                5                8                9                6                6                8                8                9                1                
Vardas564        Pavardė564      9                5                0                7                4                1                6                0                0                4                7                4                9                3                7                8                
Vardas565        Pavardė565      8                2                1                2                2                8                6                1                5                4                0                2                1                2                5                4                
Vardas566        Pavardė566      10               5                7                5                1                7                5                9                9                2                9                8                5                1                0                4                
Vardas567        Pavardė567      1                2                9                1                9                7                8                3                6                0                1                6                10               0                5                4                
Vardas568        Pavardė568      7                4                0                8                1                8                3                7                6                1                10               4                5                0                3                3                
Vardas569        Pavardė569      2                6                4                3                6                2                8                7                5                9                2                2                0                2                9                1                
Vardas570        Pavardė570      0                4                2                5                9                3                4                7                4                7                10               5                3                8                4                1                
Vardas571        Pavardė571      1                4                8                4                10               10               9                5                0                2                6                9                7                8                2                4                
Vardas572        Pavardė572      3                6                4                7                4                6                4                5                0                8                7                8                8                3                1                10               
Vardas573        Pavardė573      2                5                6                5                9                7                2                8                8                7                1                5                10               1                1                2                
Vardas574        Pavardė574      10               1                6                5                6                1                9                8                6                1                6                10               7                9                2                2                
Vardas575        Pavardė575      9                3                0                3                7                2                1                3                4                10               1                8                5                8                3                10               
Vardas576        Pavardė576      2                4                10               8                10               9                2                7                9                7                10               3                4                7                3                1                
Vardas577        Pavardė577      0                7                0                0                6                8                4                6                2                8                0                3                4                4                4                2                
Vardas578        Pavardė578      6                5                4                10               4                5                1                10               4                7                9                2                6                4                0                8                
Vardas579        Pavardė579      8                4                6                9                0                3                4                3                0                10               9                1                10               2                0                6                
Vardas580        Pavardė580      9                2                5                2                0                7                4                2                10               7                8                0                1                9                9                10               
Vardas581        Pavardė581      8                6                9                10               10               10               5                7                10               7                9                4                5                0                3                6                
Vardas582        Pavardė582      8                10               10               3                3                8                8                1                10               7                6                5                8                0                6                3                
Vardas583        Pavardė583      1                6                1                8                3                2                8                2                1                9                4                5                9                10               8                9                
Vardas584        Pavardė584      2                9                2                3                0                1                0                1                0                6                4                4                6                2                0                0                
Vardas585        Pavardė585      9                1                1                10               9                4                5                8                1                2                6                0                4                6                7                1                
Vardas586        Pavardė586      0                2                10               4                5                4                8                10               9                4                6                4                1                9                3                3                
Vardas587        Pavardė587      1                8                1                9                10               8                5                8                10               4                9                4                7                6                3                0                
Vardas588        Pavardė588      5                6                4                8                9                10               7                9                10               2                2                2                0                7                7                2                
Vardas589        Pavardė589      1                0                5                5                2                4                6                4                10               4                8                8                8                9                5                5                
Vardas590        Pavardė590      10               2                4                0                7                0                3                2                10               0                3                1                0                6                3                0                
Vardas591        Pavardė591      5                6                2                8                9                5                4                5                0                10               3                9                8                8                8                8                
Vardas592        Pavardė592      4                3                9                8                7                6                7                1                3                0                4                9                1                8                0                7                
Vardas593        Pavardė593      0                10               5                9                0                8                8                6                1                3                0                1                6                1                4                4                
Vardas594        Pavardė594      7                2                6                9                6                6                10               10               3                0                6                2                6                3                4                6                
Vardas595        Pavardė595      1                8                0                10               9                10               5                1                7                7                9                4                6                9                10               10               
Vardas596        Pavardė596      9                8                1                4                5                7                1                0                9                2                9                4                4                7                8                8                
Vardas597        Pavardė597      6                10               6                0                4                2                10               6                9                10               10               5                6                5                2                2                
Vardas598        Pavardė598      5                3                4                3                1                9                8                6                7                3                10               8                7                1                0                4                
Vardas599        Pavardė599      8                0                5                5                4                2                7                4                10               5                10               9                7                7                3                9                
Vardas600        Pavardė600      2                7                4                2                10               8                6                9                0                10               5                8                10               3                0                8                
Vardas601        Pavardė601      2                8                1                0                1                8                3                1                2                9                1                8                3                1                1                1                
Vardas602        Pavardė602      3                10               1                4                4                0                9                7                2                9                10               0                9                7                3                9                
Vardas603        Pavardė603      10               6                1                10               7                1                3                3                4                0                4                7                3                10               3                0                
Vardas604        Pavardė604      1                8                4                5                9                6                5                7                10               4                3                1                2                10               2                2                
Vardas605        Pavardė605      4                8                1                2                6                6                8                3                3                0                2                4                8                9                10               6                
Vardas606        Pavardė606      0                8                2                6                9                1                5                7                7                10               7                2                9                0                5                9                
Vardas607        Pavardė607      10               9                9                7                5                6                3                3                10               8                4                1                8                10               0                10               
Vardas608        Pavardė608      4                5                5                1                1                6                7                9                9                1                2                1                5                5                9                5                
Vardas609        Pavardė609      4                3                8                4                2                6                7                2                5                1                10               5                7                6                7                3                
Vardas610        Pavardė610      8                5                4                5                10               8                7                9                1                3                7                7                7                9                7                5                
Vardas611        Pavardė611      10               10               1                10               10               10               7                0                1                10               9                3                1                3                7                8                
Vardas612        Pavardė612      4                5                9                2                0                5                6                2                10               1                3                6                7                5                10               0                
Vardas613        Pavardė613      7                10               3                3                5                9                2                0                0                8                3                7                9                4                2                7                
Vardas614        Pavardė614      0                3                10               2                6                0                2                1                8                7                6                7                4                5                6                9                
Vardas615        Pavardė615      5                10               0                5                3                3                2                3                1                10               2                3                2                4                3                3                
Vardas616        Pavardė616      7                3                0                0                2                6                1                8                8                10               7                8                8                5                5                2                
Vardas617        Pavardė617      4                0                4                1                4                5                7                5                0                3                9                8                0                0                3                8                
Vardas618        Pavardė618      8                0                5                1                7                9                10               3                10               3                2                1                0                3                9                3                
Vardas619        Pavardė619      1                6                8                10               3                10               3                10               0                7                10               7                5                10               3                8                
Vardas620        Pavardė620      3                9                4                4                8                10               1                10               5                5                3                1                1                10               7                9                
Vardas621        Pavardė621      4                2                7                1                3                7                9                2                0                9                10               7                3                9                10               1                
Vardas622        Pavardė622      8                1                0                10               6                6                4                6                1                0                1                9                2                10               5                10               
Vardas623        Pavardė623      3                0                7                2                5                4                1                2                10               4                8                4                8                9                8                0                
Vardas624        Pavardė624      6                3                1                2                4                9                5                2                8                3                10               5                9                5                6                2                
Vardas625        Pavardė625      6                5                4                8                1                6                5                4                7                4                9                6                1                2                8                10               
Vardas626        Pavardė626      5                10               8                2                2                1                0                0                7                0                1                1                5                1                2                2                
Vardas627        Pavardė627      10               3                8                9                0                0                3                8                8                2                3                0                1                7                0                10               
Vardas628        Pavardė628      9                8                5                1                5                7                5                0                7                6                1                3                1                4                7                4                
Vardas629        Pavardė629      2                3                3                10               0                8                6                3                8                4                1                5                7                7                1                1                
Vardas630        Pavardė630      8                6                3                0                5                9                3                5                3                7                6                3                1                3                6                7                
Vardas631        Pavardė631      9                9                1                0                1                8                1                10               1                5                5                8                0                6                5                1                
Vardas632        Pavardė632      1                3                8                0                7                8                6                0                6                8                7                2                5                5                7                10               
Vardas633        Pavardė633      8                2                6                6                7                10               6                7                2                9                7                2                5                5                9                1                
Vardas634        Pavardė634      9                9                4                6                1                4                7                10               0                5                5                4                9                2                6                5                
Vardas635        Pavardė635      7                2                6                4                10               9                6                10               6                1                8                1                3                6                6                10               
Vardas636        Pavardė636      10               6                4                6                0                1                3                8                4                5                2                6                4                6                10               6                
Vardas637        Pavardė637      5                2                8                8                7                10               5                4                0                2                3                9                6                2                7                4                
Vardas638        Pavardė638      8                9                2                3                6                4                6                6                2                2                0                4                2                8                1                5                
Vardas639        Pavardė639      9                1                2                6                5                5                3                5                1                3                9                7                6                8                0                8                
Vardas640        Pavardė640      9                2                5                4                3                3                7                10               1                4                4                0                1                8                8                5                
Vardas641        Pavardė641      8                10               7                0                6                5                7                6                2                9                8                1                10               6                5                1                
Vardas642        Pavardė642      6                10               6                7                4                9                6                9                5                2                8                1                2                1                0                8                
Vardas643        Pavardė643      3                10               0                5                1                9                10               3                6                4                9                7                9                9                10               7                
Vardas644        Pavardė644      0                3                7                9                9                6                10               6                0                10               0                10               4                5                6                3                
Vardas645        Pavardė645      8                4                9                5                3                3                7                7                1                2                4                2                8                0                9                8                
Vardas646        Pavardė646      8                1                5                7                1                10               1                8                1                0                1                4                4                5                0                6                
Vardas647        Pavardė647      0                6                0                2                1                10               8                0                8                3                4                9                4                10               4                8                
Vardas648        Pavardė648      5                0                4                5                3                5                4                10               0                9                7                9                3                5                5                3                
Vardas649        Pavardė649      10               4                2                7                0                7                3                8                1                5                8                1                3                9                6                8                
Vardas650        Pavardė650      3                6                3                3                2                10               9                10               8                2                3                0                8                6                2                2                
Vardas651        Pavardė651      8                0                3                1                1                1                2                5                3                9                10               9                0                8                2                8                
Vardas652        Pavardė652      1                5                5                9                7                0                7                0                4                8                4                6                6                4                6                1                
Vardas653        Pavardė653      5                7                2                2                10               7                6                1                10               5                2                8                0                8                4                9                
Vardas654        Pavardė654      8                7                3                0                9                8                8                2                7                10               6                1                5                5                6                2                
Vardas655        Pavardė655      5                9                5                5                7                6                5                8                7                2                10               8                4                10               3                2                
Vardas656        Pavardė656      10               9                10               7                0                5                10               4                6                2                0                4                7                8                5                0                
Vardas657        Pavardė657      6                8                4                8                5                5                6                6                4                1                7                10               3                9                7                0                
Vardas658        Pavardė658      5                9                5                10               8                5                4                10               8                8                4                8                9                2                2                2                
Vardas659        Pavardė659      5                8                6                2                2                0                0                9                2                2                0                9                7                6                6                3                
Vardas660        Pavardė660      2                1                5                3                9                10               5                2                0                6                9                3                0                5                10               9                
Vardas661        Pavardė661      4                4                3                9                6                2                7                2                2                1                4                6                9                1                10               6                
Vardas662        Pavardė662      10               9                3                4                4                8                8                10               0                0                0                10               2                6                0                4                
