Vardas              Pavardė            ND1              ND2              ND3              ND4              ND5              ND6              ND7              ND8              ND9              ND10             ND11             ND12             ND13             ND14             ND15             EGZ              
Vardas57            Pavardė57          1                8                2                1                0                9                6                7                2                6                6                7                6                7                10               9                
Vardas570           Pavardė570         10               5                6                2                6                8                9                10               4                5                3                4                3                6                2                9                
Vardas571           Pavardė571         6                2                10               1                2                10               10               7                7                7                9                8                4                5                7                10               
Vardas572           Pavardė572         9                1                3                5                7                0                9                7                10               6                6                4                5                9                4                3                
Vardas573           Pavardė573         1                10               4                6                9                10               7                1                2                2                6                9                4                4                0                6                
Vardas574           Pavardė574         3                3                1                10               9                4                5                10               9                0                0                4                9                10               0                9                
Vardas575           Pavardė575         2                1                5                6                10               2                6                1                7                1                9                7                5                5                1                0                
Vardas576           Pavardė576         3                10               3                5                2                3                3                9                2                0                7                3                6                8                5                6                
Vardas577           Pavardė577         2                7                10               2                4                3                4                7                4                5                7                6                6                9                0                9                
Vardas578           Pavardė578         4                3                5                9                7                6                3                7                3                4                1                2                0                5                10               7                
Vardas579           Pavardė579         0                3                0                9                2                4                2                8                7                2                10               9                0                2                8                7                
Vardas58            Pavardė58          4                3                9                8                0                3                2                7                8                6                0                9                5                9                10               4                
Vardas580           Pavardė580         4                5                10               7                3                0                7                6                10               4                7                0                2                1                3                4                
Vardas581           Pavardė581         7                8                0                1                0                7                7                1                0                3                10               9                5                2                7                2                
Vardas582           Pavardė582         0                7                8                0                1                4                2                4                3                7                3                6                9                1                6                0                
Vardas583           Pavardė583         3                3                1                5                6                5                3                8                4                8                4                2                8                4                4                9                
Vardas584           Pavardė584         3                7                2                10               0                10               4                4                3                6                5                3                3                1                9                9                
Vardas585           Pavardė585         9                3                1                8                5                0                0                7                2                8                0                3                7                1                9                6                
Vardas586           Pavardė586         8                5                0                6                5                4                9                2                8                5                4                2                8                2                2                2                
Vardas587           Pavardė587         2                3                9                8                6                7                0                5                8                10               4                6                6                8                8                8                
Vardas588           Pavardė588         1                1                4                8                0                4                2                5                5                3                9                4                10               1                5                0                
Vardas589           Pavardė589         2                4                3                0                0                5                8                6                4                4                6                1                10               9                7                1                
Vardas59            Pavardė59          7                0                9                5                2                9                0                5                10               4                5                2                6                1                9                4                
Vardas590           Pavardė590         7                10               2                9                10               10               4                8                4                0                1                6                5                9                10               2                
Vardas591           Pavardė591         4                1                3                2                9                0                5                0                8                0                3                6                6                4                10               5                
Vardas592           Pavardė592         7                8                5                0                0                0                9                10               8                1                2                2                7                5                10               10               
Vardas593           Pavardė593         5                0                2                1                10               9                8                6                9                5                6                2                8                7                4                6                
Vardas594           Pavardė594         6                3                10               2                7                6                8                4                9                8                10               1                1                6                3                7                
Vardas595           Pavardė595         0                5                0                1                3                0                0                3                4                8                9                3                0                3                2                1                
Vardas596           Pavardė596         8                6                9                5                4                1                3                6                5                4                0                7                3                4                8                0                
Vardas597           Pavardė597         2                10               8                9                1                1                6                10               4                2                10               2                8                3                8                3                
Vardas598           Pavardė598         9                3                4                4                2                4                3                0                10               5                5                10               3                7                8                7                
Vardas599           Pavardė599         9                10               7                8                1                0                6                4                4                9                0                0                6                10               5                0                
Vardas6             Pavardė6           7                7                6                1                9                8                9                7                1                1                0                2                10               6                9                2                
Vardas60            Pavardė60          9                10               8                2                7                7                10               9                9                6                7                0                6                7                6                10               
Vardas600           Pavardė600         0                8                6                1                1                7                8                9                3                4                5                8                7                7                5                2                
Vardas601           Pavardė601         2                9                0                8                5                10               2                8                8                0                8                8                5                10               9                7                
Vardas602           Pavardė602         0                5                0                1                8                2                5                9                6                9                4                3                5                1                3                3                
Vardas603           Pavardė603         0                3                9                6                7                4                2                1                10               2                5                6                0                5                0                4                
Vardas604           Pavardė604         6                5                1                7                4                3                7                1                3                6                3                1                2                4                8                7                
Vardas605           Pavardė605         1                6                9                5                4                7                8                6                5                10               4                0                9                3                3                6                
Vardas606           Pavardė606         7                7                7                9                4                4                6                4                0                3                1                3                6                7                3                7                
Vardas607           Pavardė607         7                10               1                5                2                5                5                1                6                2                3                5                3                2                8                1                
Vardas608           Pavardė608         5                3                6                7                7                3                2                10               8                3                2                10               0                3                8                7                
Vardas609           Pavardė609         6                0                7                5                7                8                8                10               1                3                10               7                10               7                10               3                
Vardas61            Pavardė61          8                10               2                3                6                4                0                10               5                2                1                7                9                4                3                3                
Vardas610           Pavardė610         3                8                3                7                2                3                10               1                0                4                5                1                1                1                10               10               
Vardas611           Pavardė611         1                5                9                7                4                7                4                1                9                9                10               4                0                3                5                1                
Vardas612           Pavardė612         4                0                5                3                1                0                4                2                3                9                5                0                0                4                6                0                
Vardas613           Pavardė613         10               8                9                5                1                4                9                2                10               7                3                0                1                0                5                5                
Vardas614           Pavardė614         7                10               9                10               3                2                3                10               6                10               1                6                2                8                5                6                
Vardas615           Pavardė615         7                5                2                10               5                6                4                0                1                1                0                6                1                0                5                10               
Vardas616           Pavardė616         6                10               3                5                7                0                10               6                2                3                1                6                6                10               5                9                
Vardas617           Pavardė617         5                2                1                7                3                8                3                3                1                2                3                10               3                1                4                9                
Vardas618           Pavardė618         1                1                4                0                7                9                7                6                9                4                5                7                6                0                10               3                
Vardas619           Pavardė619         8                8                1                3                6                8                8                1                3                9                9                8                4                9                5                9                
Vardas62            Pavardė62          2                4                0                7                1                1                10               3                0                2                3                8                1                2                7                2                
Vardas620           Pavardė620         4                2                2                6                7                2                7                4                0                5                0                3                7                6                6                9                
Vardas621           Pavardė621         1                3                4                9                9                4                10               5                9                6                8                9                2                9                0                7                
Vardas622           Pavardė622         7                10               3                3                5                7                3                8                6                6                3                10               0                4                10               8                
Vardas623           Pavardė623         10               2                5                6                8                4                10               4                5                0                1                10               10               0                9                1                
Vardas624           Pavardė624         2                5                7                5                5                6                3                2                1                0                1                6                3                1                7                2                
Vardas625           Pavardė625         0                4                10               10               3                1                0                5                2                0                8                9                1                4                9                6                
Vardas626           Pavardė626         8                2                8                3                5                9                6                8                10               4                9                9                5                4                3                4                
Vardas627           Pavardė627         10               6                6                5                0                0                4                6                1                0                7                9                2                0                5                4                
Vardas628           Pavardė628         10               10               0                10               7                7                5                1                0                1                8                9                3                1                5                6                
Vardas629           Pavardė629         10               6                1                3                10               9                7                8                7                5                4                0                1                5                3                6                
Vardas63            Pavardė63          7                1                10               5                3                8                4                7                7                3                0                4                1                1                8                6                
Vardas630           Pavardė630         0                7                5                7                0                9                6                1                5                7                8                0                1                7                1                2                
Vardas631           Pavardė631         5                10               0                3                3                8                0                5                10               9                7                5                8                10               5                3                
Vardas632           Pavardė632         2                10               9                2                10               8                0                1                9                3                9                4                2                7                10               6                
Vardas633           Pavardė633         4                8                4                10               3                4                2                1                2                5                5                0                5                5                0                1                
Vardas634           Pavardė634         2                9                7                1                5                8                7                9                2                5                6                6                1                9                4                10               
Vardas635           Pavardė635         3                5                1                10               10               3                0                6                1                8                8                10               8                0                5                7                
Vardas636           Pavardė636         0                0                7                1                9                7                5                4                10               2                10               7                0                0                4                6                
Vardas637           Pavardė637         10               10               5                6                9                0                3                1                2                0                7                1                0                0                1                3                
Vardas638           Pavardė638         2                10               10               5                10               9                7                8                2                6                3                8                6                6                5                0                
Vardas639           Pavardė639         8                0                5                6                6                0                6                1                8                1                7                8                6                3                5                5                
Vardas64            Pavardė64          6                4                2                0                0                2                10               4                6                2                5                2                8                5                6                5                
Vardas640           Pavardė640         4                2                9                1                6                4                4                8                8                4                1                9                8                3                2                8                
Vardas641           Pavardė641         3                8                10               0                5                9                1                9                6                8                10               8                10               6                8                0                
Vardas642           Pavardė642         0                8                9                0                8                0                2                7                3                0                5                6                4                8                4                9                
Vardas643           Pavardė643         1                3                9                9                2                9                1                7                6                6                1                2                2                4                9                8                
Vardas644           Pavardė644         2                1                9                10               4                7                0                9                2                8                10               10               0                4                9                6                
Vardas645           Pavardė645         5                7                6                10               9                2                3                10               1                5                9                9                5                6                6                9                
Vardas646           Pavardė646         5                6                8                4                6                3                3                9                0                8                10               1                0                1                5                7                
Vardas647           Pavardė647         6                10               6                3                3                8                4                5                4                5                3                8                2                5                6                2                
Vardas648           Pavardė648         2                7                3                10               1                6                7                9                3                1                5                0                7                5                9                9                
Vardas649           Pavardė649         2                8                1                9                10               7                2                10               8                9                10               8                5                4                7                5                
Vardas65            Pavardė65          10               3                9                3                9                6                0                1                9                4                8                8                0                6                0                2                
Vardas650           Pavardė650         2                3                3                2                3                3                0                6                6                0                4                2                9                7                8                6                
Vardas651           Pavardė651         5                0                8                0                10               0                5                3                2                7                10               0                3                8                1                8                
Vardas652           Pavardė652         0                3                1                10               10               10               10               9                9                10               8                1                6                2                2                10               
Vardas653           Pavardė653         7                5                6                6                2                5                4                9                9                7                10               9                10               9                6                1                
Vardas654           Pavardė654         0                7                2                0                9                0                7                1                6                7                7                3                3                8                0                8                
Vardas655           Pavardė655         7                5                3                4                9                3                4                3                4                4                2                6                10               1                7                10               
Vardas656           Pavardė656         7                1                0                10               6                7                8                1                0                8                4                3                7                5                6                3                
Vardas657           Pavardė657         1                9                0                10               2                10               7                7                6                9                5                4                8                6                10               6                
Vardas658           Pavardė658         0                2                9                5                7                10               0                8                6                2                6                1                2                10               1                10               
Vardas659           Pavardė659         5                7                5                9                4                0                10               6                1                6                2                2                1                5                5                6                
Vardas66            Pavardė66          0                1                4                4                10               6                4                5                2                5                1                6                3                10               9                3                
Vardas660           Pavardė660         3                7                7                4                7                6                4                8                8                10               10               9                3                1                9                5                
Vardas661           Pavardė661         3                10               3                1                1                8                10               2                2                5                10               10               6                9                7                5                
Vardas662           Pavardė662         3                2                2                0                7                9                9                1                6                7                1                6                6                1                1                4                
Vardas663           Pavardė663         5                3                0                7                7                7                7                9                9                3                3                0                10               7                0                5                
Vardas664           Pavardė664         5                10               3                6                9                3                7                9                1                1                6                8                2                5                4                10               
Vardas665           Pavardė665         5                10               3                10               9                1                2                8                10               4                6                10               2                5                3                10               
Vardas666           Pavardė666         9                0                6                1                3                10               2                7                8                3                3                10               1                0                1                0                
Vardas667           Pavardė667         7                2                8                6                0                8                9                1                7                3                9                5                8                2                8                8                
Vardas668           Pavardė668         7                7                2                2                10               8                2                1                9                1                8                7                6                7                9                7                
Vardas669           Pavardė669         2                8                4                8                9                4                6                0                10               9                10               9                10               10               8                2                
Vardas67            Pavardė67          6                10               3                2                7                7                6                8                5                3                9                2                0                1                6                3                
Vardas670           Pavardė670         7                5                7                3                7                9                8                3                9                10               2                9                9                5                3                1                
Vardas671           Pavardė671         2                3                9                6                0                5                0                5                8                7                0                1                1                4                0                6                
Vardas672           Pavardė672         6                10               6                9                10               0                9                10               6                6                6                7                0                3                4                2                
Vardas673           Pavardė673         1                2                10               1                7                4                2                2                8                7                1                8                10               8                6                1                
Vardas674           Pavardė674         8                5                9                3                2                10               2                3                8                7                3                1                7                10               0                1                
Vardas675           Pavardė675         7                9                1                9                6                8                6                9                3                2                0                3                6                3                1                1                
Vardas676           Pavardė676         1                10               4                4                10               8                8                7                10               3                8                9                7                1                8                2                
Vardas677           Pavardė677         0                5                0                2                4                1                4                2                0                8                7                3                4                2                5                1                
Vardas678           Pavardė678         1                6                3                9                2                0                4                2                3                9                8                1                4                1                7                4                
Vardas679           Pavardė679         7                9                4                5                2                4                3                9                2                4                6                10               5                5                10               5                
Vardas68            Pavardė68          10               4                4                5                4                4                0                7                6                0                9                10               0                7                3                5                
Vardas680           Pavardė680         2                8                10               8                10               0                1                9                0                8                4                2                7                10               2                8                
Vardas681           Pavardė681         10               4                1                4                7                2                10               4                3                6                7                10               4                7                10               7                
Vardas682           Pavardė682         5                0                10               10               7                6                1                10               5                2                2                1                7                0                10               8                
Vardas683           Pavardė683         5                6                5                1                10               6                9                4                7                7                0                6                2                2                3                0                
Vardas684           Pavardė684         9                7                8                4                4                1                1                9                2                9                5                10               7                2                6                3                
Vardas685           Pavardė685         6                7                8                3                9                7                3                3                6                4                6                10               8                6                1                4                
Vardas686           Pavardė686         9                9                3                4                8                4                6                7                5                8                5                10               7                10               5                9                
Vardas687           Pavardė687         1                0                10               4                2                6                9                10               3                0                8                10               8                3                7                3                
Vardas688           Pavardė688         8                4                2                8                4                0                7                3                1                4                1                4                1                9                6                5                
Vardas689           Pavardė689         3                5                6                1                2                4                1                10               6                9                2                9                1                4                0                6                
Vardas69            Pavardė69          0                0                6                4                9                3                8                9                7                4                3                6                1                4                3                7                
Vardas690           Pavardė690         5                5                8                4                7                10               2                5                10               4                1                2                7                6                5                0                
Vardas691           Pavardė691         2                3                3                2                6                9                8                1                4                10               5                6                10               6                1                0                
Vardas692           Pavardė692         10               1                6                7                6                8                1                1                2                8                9                2                7                10               0                1                
Vardas693           Pavardė693         2                10               7                5                3                3                6                2                3                9                2                0                5                8                9                9                
Vardas694           Pavardė694         4                3                3                8                5                3                4                0                6                6                3                6                6                5                5                6                
Vardas695           Pavardė695         4                0                9                7                5                9                5                9                0                2                1                5                5                2                3                1                
Vardas696           Pavardė696         10               4                9                3                3                5                9                7                10               7                10               10               0                3                2                9                
Vardas697           Pavardė697         5                4                7                1                1                8                8                9                10               0                9                0                8                1                4                4                
Vardas698           Pavardė698         9                10               0                2                10               3                7                0                7                3                3                5                2                10               9                9                
Vardas699           Pavardė699         9                9                0                1                2                5                8                10               3                4                5                7                1                1                7                4                
